trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
178,False,"{'a': 0.7, 'e': 0.7097781450838405}",20,0,-47.80914152527627,"{0: 17, 1: 1, 2: 0, 3: 1, 4: 1}",0
179,False,"{'a': 0.7, 'e': 0.7066605679313486}",20,0,-40.86902028997822,"{0: 14, 1: 3, 2: 2, 3: 1, 4: 0}",0
180,False,"{'a': 0.7, 'e': 0.7035292108399455}",25,11,-96.6260628589768,"{0: 9, 1: 1, 2: 1, 3: 1, 4: 2}",1
181,False,"{'a': 0.7, 'e': 0.7003841348713508}",25,0,-56.353792456667136,"{0: 18, 1: 3, 2: 3, 3: 0, 4: 1}",0
182,False,"{'a': 0.7, 'e': 0.6972254013548035}",30,8,-58.41415484285223,"{0: 16, 1: 3, 2: 1, 3: 1, 4: 1}",1
183,False,"{'a': 0.7, 'e': 0.6940530718858655}",25,9,-72.04226889384942,"{0: 10, 1: 2, 2: 3, 3: 0, 4: 1}",1
184,False,"{'a': 0.7, 'e': 0.6908672083252211}",25,0,-128.8040490627012,"{0: 17, 1: 1, 2: 4, 3: 1, 4: 2}",0
185,False,"{'a': 0.7, 'e': 0.6876678727974707}",30,0,-86.51653820482896,"{0: 20, 1: 4, 2: 5, 3: 0, 4: 1}",0
186,False,"{'a': 0.7, 'e': 0.6844551276899185}",20,16,7.049138521469212,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
187,False,"{'a': 0.7, 'e': 0.6812290356513574}",20,0,-67.25238622506893,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
188,False,"{'a': 0.7, 'e': 0.6779896595908462}",20,3,-87.8841006756701,"{0: 12, 1: 1, 2: 2, 3: 0, 4: 2}",1
189,False,"{'a': 0.7, 'e': 0.6747370626764829}",30,0,-222.92675284909762,"{0: 17, 1: 2, 2: 7, 3: 0, 4: 4}",0
190,False,"{'a': 0.7, 'e': 0.6714713083341739}",20,0,-56.69789855344785,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
191,False,"{'a': 0.7, 'e': 0.6681924602463959}",30,18,-29.550888429637947,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 1}",1
192,False,"{'a': 0.7, 'e': 0.6649005823509551}",30,0,-74.49577716032383,"{0: 23, 1: 0, 2: 6, 3: 0, 4: 1}",0
193,False,"{'a': 0.7, 'e': 0.66159573883974}",25,14,-13.96798113780903,"{0: 8, 1: 1, 2: 2, 3: 0, 4: 0}",1
194,False,"{'a': 0.7, 'e': 0.6582779941574691}",25,6,-28.800206531731458,"{0: 15, 1: 0, 2: 3, 3: 1, 4: 0}",1
195,False,"{'a': 0.7, 'e': 0.6549474130004357}",35,15,6.0603556869849715,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",1
196,False,"{'a': 0.7, 'e': 0.6516040603152448}",20,16,6.724892432687977,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
197,False,"{'a': 0.7, 'e': 0.6482480012975473}",25,2,-146.48500922951962,"{0: 15, 1: 2, 2: 2, 3: 1, 4: 3}",1
198,False,"{'a': 0.7, 'e': 0.6448793013907689}",25,0,-76.97821300298399,"{0: 19, 1: 3, 2: 1, 3: 0, 4: 2}",0
199,False,"{'a': 0.7, 'e': 0.6414980262848335}",25,3,-25.63385933105673,"{0: 17, 1: 1, 2: 4, 3: 0, 4: 0}",1
200,False,"{'a': 0.7, 'e': 0.6381042419148822}",20,4,-106.88395945676783,"{0: 8, 1: 4, 2: 2, 3: 0, 4: 2}",1
201,False,"{'a': 0.7, 'e': 0.6346980144599881}",25,0,-33.34153436546158,"{0: 18, 1: 3, 2: 4, 3: 0, 4: 0}",0
202,False,"{'a': 0.7, 'e': 0.6312794103418653}",25,2,-87.91238328618024,"{0: 18, 1: 0, 2: 3, 3: 0, 4: 2}",1
203,False,"{'a': 0.7, 'e': 0.627848496223574}",25,3,-116.05287404078659,"{0: 14, 1: 0, 2: 6, 3: 0, 4: 2}",1
204,False,"{'a': 0.7, 'e': 0.6244053390082203}",20,7,-1.0139062607096383,"{0: 10, 1: 2, 2: 1, 3: 0, 4: 0}",1
205,False,"{'a': 0.7, 'e': 0.6209500058376516}",30,12,7.753215052329275,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
206,False,"{'a': 0.7, 'e': 0.6174825640911475}",25,12,-52.83783509030257,"{0: 9, 1: 0, 2: 3, 3: 0, 4: 1}",1
207,False,"{'a': 0.7, 'e': 0.614003081384106}",30,14,-106.3428085459476,"{0: 9, 1: 2, 2: 3, 3: 0, 4: 2}",1
208,False,"{'a': 0.7, 'e': 0.6105116255667246}",20,0,1.1750024134806036,"{0: 18, 1: 1, 2: 0, 3: 1, 4: 0}",0
209,False,"{'a': 0.7, 'e': 0.6070082647226774}",35,0,-27.700640887031696,"{0: 26, 1: 5, 2: 4, 3: 0, 4: 0}",0
210,False,"{'a': 0.7, 'e': 0.6034930671677878}",20,15,6.855045855798781,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
211,False,"{'a': 0.7, 'e': 0.5999661014486957}",25,0,-34.47042269887186,"{0: 21, 1: 1, 2: 2, 3: 0, 4: 1}",0
212,False,"{'a': 0.7, 'e': 0.5964274363415212}",25,7,-36.12122840881933,"{0: 14, 1: 1, 2: 1, 3: 2, 4: 0}",1
213,False,"{'a': 0.7, 'e': 0.5928771408505237}",20,0,-84.01934961578489,"{0: 13, 1: 2, 2: 3, 3: 1, 4: 1}",0
214,False,"{'a': 0.7, 'e': 0.5893152842067557}",25,0,-40.79562219042618,"{0: 20, 1: 2, 2: 2, 3: 0, 4: 1}",0
215,False,"{'a': 0.7, 'e': 0.5857419358667133}",20,0,-17.352376688267594,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
216,False,"{'a': 0.7, 'e': 0.5821571655109816}",20,0,6.150358312631094,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
217,False,"{'a': 0.7, 'e': 0.5785610430428759}",30,0,-8.996270804706008,"{0: 25, 1: 2, 2: 3, 3: 0, 4: 0}",0
218,False,"{'a': 0.7, 'e': 0.5749536385870787}",25,13,-21.958059689900747,"{0: 8, 1: 1, 2: 3, 3: 0, 4: 0}",1
219,False,"{'a': 0.7, 'e': 0.5713350224882723}",30,0,-39.47875436546107,"{0: 25, 1: 2, 2: 2, 3: 0, 4: 1}",0
220,False,"{'a': 0.7, 'e': 0.5677052653097665}",20,9,-41.99164412888029,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 1}",1
221,False,"{'a': 0.7, 'e': 0.5640644378321235}",20,0,-85.84915935493123,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 2}",0
222,False,"{'a': 0.7, 'e': 0.560412611051777}",25,0,5.034063525082633,"{0: 21, 1: 3, 2: 1, 3: 0, 4: 0}",0
223,False,"{'a': 0.7, 'e': 0.5567498561796481}",25,0,-130.5159986397861,"{0: 16, 1: 2, 2: 4, 3: 1, 4: 2}",0
224,False,"{'a': 0.7, 'e': 0.5530762446397569}",20,0,-95.2304558635568,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 2}",0
225,False,"{'a': 0.7, 'e': 0.5493918480678286}",20,0,-84.0802922805406,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 2}",0
226,False,"{'a': 0.7, 'e': 0.5456967383098983}",20,0,10.121613115441766,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
227,False,"{'a': 0.7, 'e': 0.5419909874209085}",25,0,-17.569142858521186,"{0: 20, 1: 1, 2: 4, 3: 0, 4: 0}",0
228,False,"{'a': 0.7, 'e': 0.5382746676633049}",30,12,-61.41519230338334,"{0: 12, 1: 2, 2: 3, 3: 0, 4: 1}",1
229,False,"{'a': 0.7, 'e': 0.5345478515056269}",25,6,-43.38403324516233,"{0: 14, 1: 3, 2: 1, 3: 0, 4: 1}",1
230,False,"{'a': 0.7, 'e': 0.5308106116210947}",25,11,-6.284130998617479,"{0: 11, 1: 2, 2: 1, 3: 0, 4: 0}",1
231,False,"{'a': 0.7, 'e': 0.5270630208861918}",20,5,0.23077679120289352,"{0: 12, 1: 2, 2: 1, 3: 0, 4: 0}",1
232,False,"{'a': 0.7, 'e': 0.5233051523792441}",30,1,-42.51927873043071,"{0: 25, 1: 0, 2: 3, 3: 0, 4: 1}",1
233,False,"{'a': 0.7, 'e': 0.5195370793789954}",25,0,-101.92375766991503,"{0: 20, 1: 0, 2: 2, 3: 1, 4: 2}",0
234,False,"{'a': 0.7, 'e': 0.5157588753631775}",20,8,-2.37069766705228,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
235,False,"{'a': 0.7, 'e': 0.5119706140070779}",25,8,-78.33354816176573,"{0: 12, 1: 2, 2: 1, 3: 0, 4: 2}",1
236,False,"{'a': 0.7, 'e': 0.5081723691821027}",20,6,-22.16147250173742,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
237,False,"{'a': 0.7, 'e': 0.5043642149543376}",30,15,17.117069829557778,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
238,False,"{'a': 0.7, 'e': 0.5005462255831012}",35,0,-30.19106412904554,"{0: 33, 1: 0, 2: 0, 3: 0, 4: 2}",0
239,False,"{'a': 0.7, 'e': 0.4967184755194988}",35,12,-20.452790468937224,"{0: 20, 1: 1, 2: 1, 3: 0, 4: 1}",1
240,False,"{'a': 0.7, 'e': 0.4928810394049703}",20,6,-36.04581014343857,"{0: 9, 1: 0, 2: 5, 3: 0, 4: 0}",1
241,False,"{'a': 0.7, 'e': 0.4890339920698333}",30,0,-97.87971147197182,"{0: 22, 1: 3, 2: 3, 3: 0, 4: 2}",0
242,False,"{'a': 0.7, 'e': 0.4851774085318263}",25,2,-64.25429813376059,"{0: 18, 1: 1, 2: 2, 3: 1, 4: 1}",1
243,False,"{'a': 0.7, 'e': 0.48131136399464364}",20,0,-18.361214861505612,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",0
244,False,"{'a': 0.7, 'e': 0.47743593384647015}",20,0,-12.764393098639387,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
245,False,"{'a': 0.7, 'e': 0.47355119365851145}",25,15,-0.6829327873410325,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
246,False,"{'a': 0.7, 'e': 0.46965721918351827}",25,11,-81.31455642648481,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 2}",1
247,False,"{'a': 0.7, 'e': 0.4657540863543123}",25,0,-49.62297200906789,"{0: 20, 1: 1, 2: 3, 3: 0, 4: 1}",0
248,False,"{'a': 0.7, 'e': 0.4618418712823029}",20,0,-46.484582706130126,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
249,False,"{'a': 0.7, 'e': 0.457920650256004}",25,8,-64.61511267021605,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 2}",1
250,False,"{'a': 0.7, 'e': 0.4539904997395468}",20,9,10.531878465099688,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
251,False,"{'a': 0.7, 'e': 0.4500514963711881}",20,0,-84.35528024887562,"{0: 14, 1: 0, 2: 4, 3: 1, 4: 1}",0
252,False,"{'a': 0.7, 'e': 0.4461037169618157}",30,0,-34.09944866368506,"{0: 23, 1: 3, 2: 3, 3: 1, 4: 0}",0
253,False,"{'a': 0.7, 'e': 0.44214723849345117}",25,0,-7.809157280968235,"{0: 21, 1: 1, 2: 3, 3: 0, 4: 0}",0
254,False,"{'a': 0.7, 'e': 0.4381821381177489}",25,16,16.480804658247337,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
255,False,"{'a': 0.7, 'e': 0.43420849315449017}",20,12,-8.482786980663677,"{0: 5, 1: 2, 2: 1, 3: 0, 4: 0}",1
256,False,"{'a': 0.7, 'e': 0.4302263810900774}",30,0,-40.76709482189641,"{0: 25, 1: 2, 2: 2, 3: 0, 4: 1}",0
257,False,"{'a': 0.7, 'e': 0.4262358795760216}",20,12,17.803484592892,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
258,False,"{'a': 0.7, 'e': 0.4222370664274287}",20,12,10.823263574545784,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
259,False,"{'a': 0.7, 'e': 0.41823001962148276}",20,0,-3.277847383779634,"{0: 16, 1: 3, 2: 1, 3: 0, 4: 0}",0
260,False,"{'a': 0.7, 'e': 0.41421481729592435}",25,7,-16.271296690380876,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
261,False,"{'a': 0.7, 'e': 0.4101915377475271}",20,0,14.37861546759278,"{0: 18, 1: 2, 2: 0, 3: 0, 4: 0}",0
262,False,"{'a': 0.7, 'e': 0.406160259430572}",20,9,-47.31986931167841,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 1}",1
263,False,"{'a': 0.7, 'e': 0.40212106095531613}",25,11,-48.82186536369326,"{0: 10, 1: 0, 2: 3, 3: 0, 4: 1}",1
264,False,"{'a': 0.7, 'e': 0.39807402108645973}",20,12,4.132852127976085,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
265,False,"{'a': 0.7, 'e': 0.39401921874161205}",20,4,-29.41611494658303,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 1}",1
266,False,"{'a': 0.7, 'e': 0.38995673298975053}",25,20,9.869615987304048,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
267,False,"{'a': 0.7, 'e': 0.3858866430496796}",20,14,7.268814184004417,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
268,False,"{'a': 0.7, 'e': 0.3818090282884867}",20,5,-23.217124623825896,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 1}",1
269,False,"{'a': 0.7, 'e': 0.377723968219993}",20,2,5.050848453512815,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
270,False,"{'a': 0.7, 'e': 0.37363154250320413}",20,0,-43.8044989629521,"{0: 17, 1: 0, 2: 1, 3: 1, 4: 1}",1
271,False,"{'a': 0.7, 'e': 0.36953183094075687}",20,7,-26.718309975051277,"{0: 9, 1: 1, 2: 2, 3: 1, 4: 0}",1
272,False,"{'a': 0.7, 'e': 0.36542491347736206}",20,2,27.928747514455527,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
273,False,"{'a': 0.7, 'e': 0.36131087019824654}",35,18,-9.948402151595152,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
274,False,"{'a': 0.7, 'e': 0.3571897813275903}",25,2,2.8126467366080687,"{0: 21, 1: 0, 2: 1, 3: 1, 4: 0}",1
275,False,"{'a': 0.7, 'e': 0.3530617272269644}",30,5,-32.090300484966946,"{0: 21, 1: 2, 2: 1, 3: 0, 4: 1}",1
276,False,"{'a': 0.7, 'e': 0.34892678839376123}",25,15,19.032978646173305,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
277,False,"{'a': 0.7, 'e': 0.34478504545962635}",20,7,4.537271991978251,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 0}",1
278,False,"{'a': 0.7, 'e': 0.3406365791888864}",20,0,-13.197311464737291,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",0
279,False,"{'a': 0.7, 'e': 0.33648147047697297}",20,11,12.27930068174137,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
280,False,"{'a': 0.7, 'e': 0.3323198003488458}",25,11,20.87459525952263,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
281,False,"{'a': 0.7, 'e': 0.32815164995741336}",25,17,15.054592977876489,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
282,False,"{'a': 0.7, 'e': 0.32397710058194934}",20,4,23.816910220274202,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
283,False,"{'a': 0.7, 'e': 0.3197962336265081}",25,6,-20.174535013108045,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 0}",1
284,False,"{'a': 0.7, 'e': 0.3156091306183375}",30,7,18.53282752292196,"{0: 21, 1: 1, 2: 1, 3: 0, 4: 0}",1
285,False,"{'a': 0.7, 'e': 0.31141587320628894}",25,5,29.826516223068644,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",1
286,False,"{'a': 0.7, 'e': 0.30721654315922486}",25,18,11.784601927030604,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
287,False,"{'a': 0.7, 'e': 0.3030112223644254}",20,13,13.596820952677383,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
288,False,"{'a': 0.7, 'e': 0.2987999928259899}",25,17,2.602370458108451,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
289,False,"{'a': 0.7, 'e': 0.29458293666323887}",25,0,-19.319931000351446,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 1}",0
290,False,"{'a': 0.7, 'e': 0.2903601361091131}",25,13,10.040906866566946,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
291,False,"{'a': 0.7, 'e': 0.2861316735085687}",20,0,3.1379995603301563,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",0
292,False,"{'a': 0.7, 'e': 0.2818976313169724}",25,17,16.374571955870106,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
293,False,"{'a': 0.7, 'e': 0.2776580920984939}",20,6,-5.523602466027375,"{0: 11, 1: 1, 2: 2, 3: 0, 4: 0}",1
294,False,"{'a': 0.7, 'e': 0.27341313852449445}",20,10,7.251385580987788,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
295,False,"{'a': 0.7, 'e': 0.26916285337191614}",30,8,-28.58366290396533,"{0: 19, 1: 0, 2: 2, 3: 0, 4: 1}",1
296,False,"{'a': 0.7, 'e': 0.26490731952166774}",25,4,-26.75491658315299,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 1}",1
297,False,"{'a': 0.7, 'e': 0.2606466199570074}",25,19,3.521501796968577,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
298,False,"{'a': 0.7, 'e': 0.2563808377619251}",25,10,-24.239401945244058,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 1}",1
299,False,"{'a': 0.7, 'e': 0.25211005611952325}",25,17,14.339130906956152,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
300,False,"{'a': 0.7, 'e': 0.2478343583103932}",35,24,20.97091351092096,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
301,False,"{'a': 0.7, 'e': 0.24355382771099193}",20,11,16.047920091381844,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
302,False,"{'a': 0.7, 'e': 0.23926854779201695}",25,8,17.392568526315692,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
303,False,"{'a': 0.7, 'e': 0.23497860211677712}",30,2,-2.2360032549184075,"{0: 23, 1: 2, 2: 3, 3: 0, 4: 0}",1
304,False,"{'a': 0.7, 'e': 0.23068407433956448}",30,13,-13.644841790840662,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
305,False,"{'a': 0.7, 'e': 0.2263850482040215}",20,0,17.225457263313025,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
306,False,"{'a': 0.7, 'e': 0.22208160754151035}",25,11,20.52543033440683,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
307,False,"{'a': 0.7, 'e': 0.21777383626947594}",20,16,7.297318017701093,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
308,False,"{'a': 0.7, 'e': 0.2134618183898104}",25,2,-0.8231530759306798,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 1}",1
309,False,"{'a': 0.7, 'e': 0.20914563798721575}",20,6,13.087917665084289,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
310,False,"{'a': 0.7, 'e': 0.2048253792275629}",20,12,8.19278262589085,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
311,False,"{'a': 0.7, 'e': 0.20050112635625097}",25,7,28.93100346063624,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
312,False,"{'a': 0.7, 'e': 0.1961729636965654}",20,15,9.46793105692986,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
313,False,"{'a': 0.7, 'e': 0.191840975648032}",35,12,35.159097165543244,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
314,False,"{'a': 0.7, 'e': 0.1875052466847723}",20,14,12.095794555209949,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
315,False,"{'a': 0.7, 'e': 0.18316586135385593}",25,9,26.529357409418335,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
316,False,"{'a': 0.7, 'e': 0.178822904273652}",25,0,-37.32835139155491,"{0: 22, 1: 0, 2: 1, 3: 1, 4: 1}",0
317,False,"{'a': 0.7, 'e': 0.1744764601321788}",25,15,8.985736875135226,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
318,False,"{'a': 0.7, 'e': 0.17012661368545326}",20,4,26.857614909226722,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
319,False,"{'a': 0.7, 'e': 0.16577344975583688}",25,10,-25.519508161355294,"{0: 11, 1: 1, 2: 2, 3: 1, 4: 0}",1
320,False,"{'a': 0.7, 'e': 0.16141705323038236}",35,26,13.184266105352606,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
321,False,"{'a': 0.7, 'e': 0.15705750905917895}",25,8,-1.5456960617530382,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 0}",1
322,False,"{'a': 0.7, 'e': 0.15269490225369453}",20,14,-4.095827030421124,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
323,False,"{'a': 0.7, 'e': 0.1483293178851187}",20,11,15.25073202957123,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
324,False,"{'a': 0.7, 'e': 0.14396084108270454}",30,21,17.816089096541155,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
325,False,"{'a': 0.7, 'e': 0.13958955703210665}",30,1,26.805714327293515,"{0: 28, 1: 0, 2: 1, 3: 0, 4: 0}",1
326,False,"{'a': 0.7, 'e': 0.13521555097372193}",25,0,19.75400566603408,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
327,False,"{'a': 0.7, 'e': 0.13083890820102634}",20,15,9.316433788295196,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
328,False,"{'a': 0.7, 'e': 0.12645971405891257}",30,19,8.530452254498602,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
329,False,"{'a': 0.7, 'e': 0.1220780539420246}",20,14,7.7329386788465655,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
330,False,"{'a': 0.7, 'e': 0.11769401329309309}",20,6,-17.130037757081652,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
331,False,"{'a': 0.7, 'e': 0.11330767760126995}",30,20,21.55514841294801,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
332,False,"{'a': 0.7, 'e': 0.10891913240045994}",30,4,47.54485810463829,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 0}",1
333,False,"{'a': 0.7, 'e': 0.10452846326765346}",30,20,20.89301958685791,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
334,False,"{'a': 0.7, 'e': 0.10013575582125858}",20,10,17.201115273913015,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
335,False,"{'a': 0.7, 'e': 0.09574109571942939}",20,5,11.337888250880619,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
336,False,"{'a': 0.7, 'e': 0.09134456865839755}",20,9,19.04179023437075,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
337,False,"{'a': 0.7, 'e': 0.08694626037080101}",20,10,21.55213100779576,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
338,False,"{'a': 0.7, 'e': 0.08254625662401116}",20,0,27.880771760904118,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
339,False,"{'a': 0.7, 'e': 0.07814464321846093}",20,9,19.54400505645797,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
340,False,"{'a': 0.7, 'e': 0.07374150598597244}",20,12,15.215932021121299,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
341,False,"{'a': 0.7, 'e': 0.06933693078808187}",20,15,-1.7746776097859294,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 0}",1
342,False,"{'a': 0.7, 'e': 0.06493100351436586}",20,13,6.751935485899737,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
343,False,"{'a': 0.7, 'e': 0.06052381008076726}",20,0,25.01459558922674,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",1
344,False,"{'a': 0.7, 'e': 0.05611543642791854}",20,10,17.70135889109252,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
345,False,"{'a': 0.7, 'e': 0.05170596851946672}",25,15,16.679512023194988,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
346,False,"{'a': 0.7, 'e': 0.047295492340396914}",20,13,14.26852335022496,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1,True,"{'a': 0.0, 'e': 0.0}",30,16,23.114684952725124,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'a': 0.0, 'e': 0.0}",20,16,10.749566441567701,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,True,"{'a': 0.0, 'e': 0.0}",20,6,22.40387129945312,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'a': 0.0, 'e': 0.0}",25,7,31.22148600580337,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
5,True,"{'a': 0.0, 'e': 0.0}",20,10,15.283795589363576,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,True,"{'a': 0.0, 'e': 0.0}",20,6,24.88895906772675,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
7,True,"{'a': 0.0, 'e': 0.0}",25,9,23.286257937111618,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
8,True,"{'a': 0.0, 'e': 0.0}",20,7,19.965551595634576,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
9,True,"{'a': 0.0, 'e': 0.0}",20,10,16.19824315172092,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
10,True,"{'a': 0.0, 'e': 0.0}",20,6,27.208062584065026,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
